Id,SalePrice
1871,273614.8951
1872,173030.2795
1873,228618.5961
1874,147526.9127
1875,178074.3408
1876,197907.3953
1877,195201.8105
1878,219721.149
1879,147011.5717
1880,128091.029
1881,236546.237
1882,234686.6929
1883,182356.6908
1884,207349.9104
1885,207922.262
1886,271322.2227
1887,214585.769
1888,247162.4219
1889,146824.5244
1890,94679.05499
1891,134395.2127
1892,99351.84809
1893,139040.2228
1894,106992.2386
1895,122380.3965
1896,137559.0783
1897,86596.1862
1898,74646.07195
1899,145424.1744
1900,149199.7839
1901,191350.4373
1902,177211.4157
1903,242350.4129
1904,181361.3062
1905,181855.943
1906,161449.1855
1907,221083.1102
1908,102361.7101
1909,131052.3291
1910,118718.4565
1911,242861.8351
1912,312807.2013
1913,165940.6235
1914,63203.34041
1915,348460.7586
1916,55403.04254
1917,249282.715
1918,138565.3512
1919,148584.3303
1920,157860.9177
1921,384294.2046
1922,346552.6894
1923,230909.2799
1924,188834.4431
1925,208336.9603
1926,351559.9226
1927,112555.2933
1928,176264.8941
1929,103809.3134
1930,115199.9112
1931,114840.957
1932,128545.8583
1933,187633.8506
1934,176988.004
1935,177685.3973
1936,196081.8602
1937,174774.544
1938,169729.1162
1939,273055.5835
1940,200407.6594
1941,146944.1846
1942,183084.3017
1943,225612.4123
1944,387517.9507
1945,407626.5125
1946,133782.7649
1947,344260.425
1948,186635.9374
1949,253659.8723
1950,187358.9593
1951,244465.1074
1952,200445.8926
1953,158216.8263
1954,178357.4779
1955,136002.6082
1956,301152.6593
1957,155804.9727
1958,290529.2839
1959,142285.0159
1960,93415.46555
1961,132824.3348
1962,96823.16428
1963,99448.56955
1964,113674.099
1965,136077.7452
1966,147733.5037
1967,298756.9101
1968,385829.0362
1969,403848.8804
1970,374792.1773
1971,428795.849
1972,360881.3832
1973,284201.2481
1974,337049.2741
1975,464829.3425
1976,268093.572
1977,353454.9524
1978,341170.3097
1979,328324.6466
1980,174922.0566
1981,346525.3595
1982,223832.7273
1983,191500.7456
1984,169834.4459
1985,239714.1519
1986,221313.8312
1987,189157.8615
1988,171099.4853
1989,196630.8411
1990,206920.2302
1991,253769.7597
1992,228549.333
1993,146138.6543
1994,224291.2722
1995,186907.7731
1996,258061.1992
1997,317748.4089
1998,316857.2014
1999,321884.5109
2000,337743.0019
2001,298193.7468
2002,260362.8675
2003,237053.3026
2004,289831.9953
2005,216212.6002
2006,216564.2998
2007,239204.9926
2008,223529.1464
2009,205231.3351
2010,180363.6659
2011,145765.9952
2012,163950.2581
2013,186380.748
2014,186068.9349
2015,204686.0016
2016,202005.2534
2017,201847.0382
2018,119313.0032
2019,130368.9733
2020,67196.01834
2021,87288.76506
2022,217402.4148
2023,144019.205
2024,316242.5659
2025,363610.2821
2026,189085.5592
2027,168778.0714
2028,136267.534
2029,185144.2586
2030,260682.314
2031,249155.7955
2032,292100.991
2033,240208.7782
2034,189360.4539
2035,234903.906
2036,191877.3229
2037,193715.5046
2038,311119.9534
2039,235267.1183
2040,344169.8562
2041,297703.7135
2042,212802.1495
2043,165642.8913
2044,147646.2388
2045,197881.765
2046,134826.631
2047,117462.1874
2048,147782.9235
2049,124205.3618
2050,155273.0537
2051,102201.212
2052,110295.1165
2053,143385.1582
2054,83890.77916
2055,157225.9713
2056,146922.2488
2057,106683.2578
2058,193958.3184
2059,125426.5872
2060,161524.3307
2061,153968.7792
2062,131586.8587
2063,134435.1551
2064,137547.39
2065,137237.4321
2066,165805.9553
2067,118010.4435
2068,122180.4268
2069,80387.47205
2070,108400.3286
2071,118363.6805
2072,122669.381
2073,119170.5082
2074,160156.0149
2075,167301.4344
2076,125605.5612
2077,155763.9878
2078,132332.4442
2079,132479.0567
2080,134357.3857
2081,123130.8618
2082,120118.5858
2083,149899.7347
2084,111096.6592
2085,88824.57841
2086,131067.5359
2087,112468.4085
2088,88536.72029
2089,98010.24127
2090,92613.14829
2091,106973.1305
2092,123960.2893
2093,161589.0289
2094,118619.6825
2095,147092.7636
2096,94809.1851
2097,80657.67474
2098,160000.6912
2099,25499.74342
2100,67014.22956
2101,101331.2711
2102,123892.5382
2103,97211.00969
2104,155899.0347
2105,140231.9508
2106,43191.85212
2107,205881.1189
2108,117660.4523
2109,112956.6377
2110,119728.8534
2111,133343.7395
2112,157433.4305
2113,110707.3983
2114,102131.8705
2115,158530.3987
2116,104220.6603
2117,140724.5394
2118,133838.2255
2119,112395.4454
2120,124984.2413
2121,93508.02007
2122,126234.0752
2123,90771.34813
2124,184982.6436
2125,137679.7571
2126,146487.6446
2127,150888.8786
2128,134726.4123
2129,88923.71341
2130,130760.1561
2131,136394.9839
2132,109800.8453
2133,131212.8184
2134,116039.8851
2135,97585.90682
2136,75623.45762
2137,92574.22689
2138,127503.0536
2139,131432.6981
2140,155627.2605
2141,177060.8672
2142,141819.97
2143,158538.4413
2144,130348.1177
2145,127877.7765
2146,190288.1617
2147,161811.1197
2148,156446.8854
2149,150039.275
2150,236481.0218
2151,108784.2984
2152,201328.6541
2153,183960.0487
2154,93470.54277
2155,155540.8643
2156,256014.481
2157,220589.1314
2158,256695.9032
2159,229540.7702
2160,168452.6755
2161,237796.8531
2162,353227.5438
2163,362825.4956
2164,257264.0521
2165,232552.2376
2166,148877.8719
2167,223869.9797
2168,201977.6882
2169,189725.2989
2170,212510.7629
2171,159325.3118
2172,137985.37
2173,211525.734
2174,220784.1951
2175,289716.6273
2176,304040.1962
2177,222227.0935
2178,197997.3674
2179,129248.7455
2180,180601.3272
2181,199254.3507
2182,211283.218
2183,189844.1459
2184,133146.8203
2185,134957.5519
2186,150525.3983
2187,143361.2879
2188,149675.098
2189,314605.7697
2190,83048.12679
2191,63668.77531
2192,82248.61377
2193,112041.499
2194,83929.82267
2195,92674.61213
2196,103490.847
2197,127314.2737
2198,160288.4126
2199,145528.7476
2200,183824.7878
2201,163024.5894
2202,232238.3654
2203,151952.7091
2204,185593.3557
2205,125316.414
2206,165983.8518
2207,230156.4719
2208,261573.7298
2209,260467.4189
2210,130156.1536
2211,135995.3327
2212,141838.7989
2213,90204.96547
2214,161719.5024
2215,105453.2741
2216,158576.1202
2217,32627.77798
2218,72643.19863
2219,81290.66197
2220,38816.76568
2221,351829.4608
2222,309282.4393
2223,285438.9978
2224,231498.1784
2225,110298.1243
2226,182123.3289
2227,211060.8493
2228,269743.0363
2229,236723.515
2230,148923.0159
2231,226626.4524
2232,181756.0607
2233,182953.3696
2234,248250.9355
2235,227452.1627
2236,228684.7243
2237,290987.9386
2238,215070.4712
2239,104386.2005
2240,165774.5504
2241,148349.0977
2242,124274.8699
2243,114587.4503
2244,114687.136
2245,130972.7853
2246,131162.8428
2247,135160.4466
2248,115557.5258
2249,97877.74152
2250,103389.1949
2251,121088.3173
2252,163317.1031
2253,165986.844
2254,202784.1037
2255,190843.1736
2256,171992.884
2257,217989.3328
2258,139549.2453
2259,175357.8247
2260,189992.7911
2261,220371.3664
2262,234856.5728
2263,386487.7507
2264,459984.3286
2265,181539.6628
2266,315734.793
2267,327800.5928
2268,435535.7246
2269,157536.6536
2270,194800.9325
2271,203440.2873
2272,196494.8817
2273,145280.4075
2274,189513.7202
2275,162798.4387
2276,184783.6219
2277,182998.8058
2278,162802.1119
2279,131327.7105
2280,100521.1337
2281,160530.2096
2282,168774.8612
2283,106225.0294
2284,115948.8057
2285,153997.2116
2286,129927.9193
2287,363411.5744
2288,297518.812
2289,342469.0051
2290,415097.0741
2291,356595.8791
2292,418583.1034
2293,419945.6942
2294,413508.1171
2295,402427.8882
2296,262681.3597
2297,353547.2773
2298,368434.9385
2299,346127.4127
2300,351651.9687
2301,328149.9587
2302,265195.5267
2303,252882.0946
2304,241120.513
2305,210752.219
2306,196938.7963
2307,185605.4769
2308,217085.2776
2309,302470.6021
2310,233321.6351
2311,197338.4471
2312,160822.9435
2313,176986.8117
2314,153916.3572
2315,170367.6827
2316,221848.5995
2317,197806.6705
2318,176302.5224
2319,175230.0873
2320,179609.1178
2321,267278.7507
2322,183613.7941
2323,199444.3328
2324,198024.154
2325,200859.9872
2326,188169.7464
2327,207820.2969
2328,225625.5343
2329,175549.1948
2330,175495.9432
2331,329242.9971
2332,404665.9457
2333,332225.6245
2334,288755.3919
2335,305723.5967
2336,321546.3759
2337,186608.7553
2338,270355.793
2339,211046.1431
2340,374966.4472
2341,171761.9492
2342,228509.3427
2343,227968.0915
2344,248387.2127
2345,234611.9664
2346,206154.241
2347,205671.2118
2348,249129.0455
2349,193279.9141
2350,337346.4355
2351,265197.8957
2352,261882.5107
2353,248137.6245
2354,152935.6034
2355,149988.2764
2356,149750.2248
2357,182938.9747
2358,187719.5474
2359,131999.6523
2360,129856.0188
2361,161902.9732
2362,269562.5441
2363,169265.8211
2364,153509.7486
2365,222292.3856
2366,190658.1349
2367,229409.6802
2368,219803.4042
2369,187008.0877
2370,181338.3629
2371,175154.7386
2372,189701.3268
2373,287079.1504
2374,304935.9897
2375,248868.8257
2376,284025.2877
2377,320861.5718
2378,147163.1017
2379,205276.3953
2380,130837.359
2381,158548.6218
2382,209362.5329
2383,185235.1452
2384,254733.5471
2385,163232.9687
2386,124264.1799
2387,137824.8514
2388,124631.5769
2389,111343.7518
2390,162267.3104
2391,137836.7966
2392,120136.9099
2393,170955.315
2394,141994.6325
2395,224820.6151
2396,147795.5039
2397,210275.1532
2398,115818.3082
2399,74247.42095
2400,65952.2714
2401,139116.2758
2402,148938.0626
2403,160848.023
2404,146389.2788
2405,148806.7753
2406,136583.2946
2407,115891.8868
2408,145036.4547
2409,121020.189
2410,139551.5898
2411,110697.2238
2412,154869.2076
2413,148933.4931
2414,174998.4241
2415,123797.7747
2416,122622.3025
2417,140150.7737
2418,150456.7024
2419,117409.162
2420,130054.3487
2421,156163.7744
2422,93606.87815
2423,131046.0453
2424,159736.3268
2425,239532.2254
2426,128846.295
2427,141034.7543
2428,200768.0581
2429,104014.4994
2430,134621.2977
2431,121655.3581
2432,119704.4352
2433,152015.8572
2434,153576.0329
2435,155616.5343
2436,107159.5374
2437,108300.8511
2438,129161.9318
2439,97202.79889
2440,121020.5772
2441,118286.268
2442,103509.4722
2443,129909.3398
2444,103915.0251
2445,59675.06014
2446,139477.0262
2447,173872.3683
2448,130141.8862
2449,105026.8871
2450,164926.2692
2451,119239.6182
2452,223544.0226
2453,91466.3596
2454,93925.933
2455,134741.8404
2456,159576.1011
2457,127701.492
2458,138983.4773
2459,116676.0878
2460,137814.568
2461,130331.1093
2462,127112.7118
2463,121241.3795
2464,198208.2945
2465,118634.8114
2466,111099.2278
2467,133008.7139
2468,96473.31647
2469,78486.4619
2470,219786.2111
2471,216336.6405
2472,185203.9409
2473,115203.2787
2474,73675.8174
2475,185871.9668
2476,119393.7937
2477,110933.5204
2478,147183.5855
2479,106259.8449
2480,143311.7363
2481,116331.5282
2482,107718.8414
2483,82402.06526
2484,133479.9851
2485,132078.4947
2486,168455.4679
2487,195154.3675
2488,172725.4037
2489,161462.7049
2490,126647.2684
2491,75445.37921
2492,166012.668
2493,168082.6508
2494,154510.3401
2495,80438.15582
2496,221241.6441
2497,157832.4247
2498,110459.2053
2499,77072.13412
2500,109715.2701
2501,138147.2417
2502,127072.3229
2503,116743.2054
2504,217813.2881
2505,234773.483
2506,255807.95
2507,284029.7203
2508,260513.9904
2509,236256.6264
2510,216039.9606
2511,180596.5183
2512,202955.6804
2513,215602.3892
2514,249025.6971
2515,167393.9557
2516,193817.2351
2517,154911.8629
2518,167051.4809
2519,251824.363
2520,219136.2888
2521,197243.004
2522,216305.3114
2523,116552.8917
2524,142940.2514
2525,136481.6226
2526,174648.5684
2527,124091.1894
2528,149492.9004
2529,140869.0145
2530,118922.1515
2531,237772.8844
2532,237925.6223
2533,188910.8622
2534,219695.589
2535,259863.6305
2536,230808.4813
2537,252928.327
2538,173898.6571
2539,190704.7962
2540,186940.7256
2541,173989.4059
2542,174404.9675
2543,125331.7215
2544,111205.0496
2545,137903.638
2546,124445.0434
2547,137498.3374
2548,160934.5134
2549,158223.0178
2550,547996.4264
2551,137931.7807
2552,142336.9778
2553,69251.31752
2554,96013.53042
2555,108663.1425
2556,100880.0721
2557,114751.5771
2558,149707.3585
2559,156486.3273
2560,181233.9434
2561,171962.6091
2562,128311.6905
2563,158496.9075
2564,211868.8583
2565,178951.7892
2566,175856.823
2567,134567.1507
2568,219845.274
2569,223213.9291
2570,120801.3846
2571,198135.8249
2572,160374.0464
2573,224754.2706
2574,339296.5623
2575,136547.8324
2576,138935.6626
2577,183044.2127
2578,60571.91037
2579,37485.52666
2580,119488.0857
2581,140435.7258
2582,132030.9293
2583,286558.119
2584,158817.9364
2585,195573.1227
2586,210004.5607
2587,208526.6646
2588,133272.9434
2589,134049.3142
2590,198248.7149
2591,211552.8778
2592,203238.1566
2593,253797.7049
2594,185919.6172
2595,226500.5755
2596,284163.1449
2597,202364.3329
2598,272649.3687
2599,352409.5216
2600,190543.9979
2601,105224.301
2602,79563.74542
2603,102098.5726
2604,95948.41732
2605,68031.38849
2606,115002.6209
2607,180611.964
2608,183908.6662
2609,159452.7682
2610,98848.25711
2611,112719.6815
2612,146720.7443
2613,123735.218
2614,120372.6164
2615,179641.8371
2616,144196.5923
2617,178330.3378
2618,201605.3176
2619,187933.7075
2620,195952.9439
2621,179041.3186
2622,196656.2563
2623,225983.0973
2624,305410.6732
2625,276476.7072
2626,175868.6271
2627,184325.9973
2628,456091.078
2629,502127.3988
2630,400695.4431
2631,426994.2002
2632,403072.2471
2633,309994.0321
2634,426259.517
2635,143996.7091
2636,185476.6719
2637,192135.7179
2638,294205.3684
2639,205929.6284
2640,158820.7737
2641,113480.5834
2642,170612.5777
2643,100074.0359
2644,109631.3101
2645,98615.82899
2646,92939.16161
2647,100718.8413
2648,142004.2714
2649,169080.7324
2650,134838.5266
2651,143157.9612
2652,376835.1501
2653,280442.0356
2654,275173.3012
2655,406314.094
2656,331033.8721
2657,350586.5629
2658,321695.1389
2659,326740.9029
2660,365086.7249
2661,370323.4054
2662,387569.948
2663,281683.2039
2664,306498.5036
2665,345563.1768
2666,295957.2596
2667,164649.3238
2668,177445.9111
2669,179788.7666
2670,282699.8971
2671,187725.4062
2672,204797.6939
2673,214310.0965
2674,203869.545
2675,187001.9571
2676,196421.9299
2677,200527.4926
2678,254246.9972
2679,296382.3328
2680,305091.3665
2681,398702.9147
2682,356729.5542
2683,486876.2929
2684,333046.0987
2685,364389.4335
2686,253008.2887
2687,320924.2042
2688,191256.6935
2689,212783.3194
2690,370941.9688
2691,190283.9901
2692,145824.1643
2693,208647.9814
2694,141627.693
2695,191525.3344
2696,179628.7055
2697,194228.5374
2698,194498.0881
2699,155167.4554
2700,157323.2545
2701,151640.4549
2702,118247.764
2703,114705.63
2704,136640.4601
2705,102321.9064
2706,90155.68484
2707,130313.4228
2708,138095.9287
2709,104103.0509
2710,115374.9033
2711,280918.4933
2712,427189.3876
2713,163205.2878
2714,150140.6229
2715,178833.548
2716,141540.2695
2717,202333.4617
2718,221348.7703
2719,135040.719
2720,170033.6322
2721,133056.2809
2722,153372.2482
2723,133173.9698
2724,125860.7351
2725,135176.1322
2726,142490.3142
2727,163721.209
2728,198328.3599
2729,128365.8559
2730,144996.4687
2731,129288.3249
2732,135591.4581
2733,151655.229
2734,126329.6179
2735,140049.3057
2736,131790.7933
2737,123448.0756
2738,118580.7044
2739,156076.2698
2740,149017.2151
2741,155720.5147
2742,151422.332
2743,156129.9653
2744,169241.263
2745,159984.6142
2746,162905.1919
2747,181148.8049
2748,122680.3752
2749,129775.782
2750,109908.3064
2751,132747.3577
2752,235695.7565
2753,176244.8627
2754,212271.9936
2755,128031.4857
2756,93302.23039
2757,71715.19511
2758,78992.25669
2759,186800.3812
2760,120376.7441
2761,147905.1236
2762,151476.0561
2763,196202.7722
2764,155017.4204
2765,293894.8272
2766,132985.6837
2767,104445.2455
2768,135481.0212
2769,154745.0969
2770,139595.4015
2771,115942.2554
2772,104676.9769
2773,181905.142
2774,145960.5028
2775,95212.04815
2776,149327.4266
2777,141792.6662
2778,107748.0707
2779,124857.6539
2780,111432.9115
2781,66602.59739
2782,109456.9678
2783,101047.0076
2784,107693.0196
2785,118324.5795
2786,74338.23667
2787,108881.1381
2788,62878.0055
2789,169055.3549
2790,95245.8353
2791,91959.38108
2792,56369.37166
2793,166545.5512
2794,92595.23443
2795,117237.558
2796,95391.99602
2797,202672.574
2798,117934.6472
2799,127327.3132
2800,68663.13946
2801,117331.818
2802,119082.5825
2803,166112.3802
2804,130501.0692
2805,102389.1653
2806,74679.89274
2807,164156.2077
2808,166721.8661
2809,147204.6631
2810,145058.8002
2811,161987.2798
2812,190700.1121
2813,144007.72
2814,151560.9885
2815,91722.10248
2816,224437.8804
2817,173824.1124
2818,125892.7739
2819,199219.1465
2820,160994.6425
2821,91082.67341
2822,213740.4396
2823,313480.4262
2824,174815.2368
2825,159610.547
2826,138875.4229
2827,135596.4003
2828,254805.1196
2829,165202.1923
2830,231444.7779
2831,194369.3232
2832,217642.3574
2833,322979.6326
2834,229293.1367
2835,225607.0546
2836,199889.9336
2837,139330.6952
2838,141432.7302
2839,193446.7996
2840,212809.9465
2841,208796.4693
2842,228850.7168
2843,155217.0904
2844,209666.1825
2845,111288.3909
2846,222366.8137
2847,222191.9369
2848,203967.2925
2849,205486.6981
2850,292799.4817
2851,210978.9906
2852,236370.8293
2853,250065.368
2854,142106.0334
2855,211177.9358
2856,195468.198
2857,190247.0426
2858,210914.7047
2859,88883.62885
2860,129311.3695
2861,128690.5138
2862,169642.8452
2863,162664.1618
2864,244881.1095
2865,138261.8755
2866,129472.7654
2867,68230.9158
2868,100700.0189
2869,67127.18149
2870,123488.492
2871,80694.70405
2872,34536.14889
2873,72751.46308
2874,138290.5592
2875,72499.77511
2876,142149.1124
2877,146765.9683
2878,164611.3979
2879,123531.6916
2880,83216.4398
2881,160573.791
2882,181514.3926
2883,215332.5492
2884,225003.3731
2885,198975.5668
2886,254819.483
2887,113459.9703
2888,157532.265
2889,48982.51802
2890,77448.85594
2891,148249.4994
2892,22081.38525
2893,78149.95552
2894,40583.61263
2895,304920.0795
2896,292972.342
2897,214509.2241
2898,128990.2388
2899,223607.8996
2900,170289.3748
2901,237792.7499
2902,181648.4248
2903,307549.2308
2904,372612.8896
2905,75488.3803
2906,180046.399
2907,104586.273
2908,114305.4192
2909,144259.9752
2910,105185.0995
2911,80307.8392
2912,134401.8319
2913,72305.39988
2914,75721.58416
2915,81756.5073
2916,77104.61322
2917,183749.427
2918,107027.769
2919,224830.6037
